date,years_exp,cid,cfcontrol,leg_totalbills,state,amtsumlag_1,amtsumfwd_1,billsumfwd_1,billsum,amtsum
2006,16,N00005353,0.0,13.0,LA,426.20300000000003,41.0,1.0,0.0,134.056
2008,17,N00005353,0.0,5.0,LA,41.0,2.0,0.0,0.0,283.068
2006,14,N00008122,0.0,2.0,TX,86.5,155.6,2.0,0.0,90.325
2008,16,N00008122,0.0,15.0,TX,155.6,167.68599999999995,1.0,0.0,225.138
2010,18,N00008122,0.0,3.0,TX,167.68599999999995,193.017,0.0,0.0,203.62
2012,20,N00008122,0.0,7.0,TX,193.017,168.0,0.0,0.0,347.80699999999996
2014,22,N00008122,0.0,3.0,TX,168.0,0.0,0.0,0.0,280.962
2006,16,N00008028,0.0,3.0,TX,317.504,289.371,1.0,0.0,352.795
2008,18,N00008028,0.0,3.0,TX,289.371,280.5,0.0,0.0,347.19599999999997
2010,20,N00008028,0.0,3.0,TX,280.5,301.3,1.0,0.0,338.585
2012,22,N00008028,0.0,19.0,TX,301.3,251.17700000000002,0.0,0.0,374.195
2014,24,N00008028,0.0,8.0,TX,251.17700000000002,0.0,0.0,0.0,301.772
2008,22,N00010084,0.0,7.0,SD,1218.2839999999999,59.498999999999995,1.0,0.0,887.7560000000003
2014,28,N00010084,0.0,5.0,SD,31.99,0.0,0.0,0.0,0.0
2006,12,N00002299,0.0,8.0,NC,104.101,125.182,3.0,0.0,185.449
2008,14,N00002299,0.0,10.0,NC,125.182,134.18,0.0,0.0,281.877
2010,16,N00002299,0.0,5.0,NC,134.18,146.75,1.0,0.0,196.046
2012,18,N00002299,0.0,18.0,NC,146.75,95.25,2.0,1.0,232.435
2014,20,N00002299,0.0,2.0,NC,95.25,0.0,0.0,0.0,300.999
2006,22,N00001509,0.0,3.0,PA,304.913,514.109,3.0,0.0,414.619
2008,24,N00001509,0.0,10.0,PA,514.109,551.886,2.0,1.0,3063.874000000001
2010,26,N00001509,0.0,2.0,PA,551.886,0.0,0.0,0.0,2071.956
2006,24,N00003522,0.0,4.0,OH,72.018,114.10799999999999,3.0,0.0,215.13
2008,26,N00003522,0.0,2.0,OH,114.10799999999999,86.3,1.0,0.0,222.02700000000002
2010,28,N00003522,0.0,6.0,OH,86.3,231.25599999999997,3.0,0.0,332.102
2012,30,N00003522,0.0,2.0,OH,231.25599999999997,248.949,1.0,1.0,464.20599999999996
2014,32,N00003522,0.0,4.0,OH,248.949,0.0,0.0,0.0,439.18300000000005
2006,12,N00000360,0.0,4.0,RI,210.455,243.08700000000002,7.0,0.0,312.75
2008,14,N00000360,0.0,7.0,RI,243.08700000000002,273.57099999999997,0.0,1.0,235.68400000000003
2010,16,N00000360,0.0,9.0,RI,273.57099999999997,0.0,0.0,0.0,35.75
2006,30,N00004070,0.0,1.0,MI,123.291,128.378,4.0,0.0,141.629
2008,32,N00004070,0.0,1.0,MI,128.378,149.4,2.0,0.0,225.28400000000002
2010,34,N00004070,0.0,2.0,MI,149.4,78.5,0.0,0.0,217.06099999999998
2012,36,N00004070,0.0,2.0,MI,78.5,16.116,0.0,0.0,29.253
2006,14,N00001193,0.0,8.0,NY,146.7,290.34,3.0,0.0,534.063
2008,16,N00001193,0.0,6.0,NY,290.34,239.75,1.0,0.0,354.346
2010,18,N00001193,0.0,7.0,NY,239.75,371.18199999999996,1.0,0.0,375.306
2012,20,N00001193,0.0,6.0,NY,371.18199999999996,243.95,2.0,0.0,359.67199999999997
2014,22,N00001193,0.0,7.0,NY,243.95,0.0,0.0,0.0,305.267
2008,16,N00002656,0.0,1.0,GA,194.359,213.24900000000002,0.0,0.0,216.644
2010,18,N00002656,0.0,3.0,GA,213.24900000000002,404.69599999999997,1.0,0.0,388.091
2012,20,N00002656,0.0,1.0,GA,404.69599999999997,732.445,2.0,0.0,443.76099999999997
2014,22,N00002656,-1.0918473118846348,1.0,GA,732.445,0.0,0.0,0.0,3294.1090000000013
2006,14,N00004045,0.0,5.0,MI,354.88599999999997,548.92,2.0,0.0,534.837
2008,16,N00004045,0.0,3.0,MI,548.92,1.395,0.0,0.0,1565.2820000000006
2006,22,N00006486,0.0,8.0,AZ,128.595,0.0,0.0,0.0,3.806
2006,20,N00006406,0.0,9.0,AZ,1414.61,30.075,1.0,0.0,2177.185
2012,26,N00006406,0.0,5.0,AZ,22.0,0.0,0.0,1.0,5.0
2006,12,N00004933,0.0,2.0,IL,267.785,62.19600000000001,0.0,0.0,277.746
2008,14,N00004933,0.0,2.0,IL,62.19600000000001,0.0,0.0,0.0,62.0
2006,26,N00007382,0.0,5.0,CA,45.5,81.005,8.0,0.0,132.418
2006,12,N00004227,0.0,2.0,IA,243.107,302.61,2.0,0.0,313.1040000000001
2008,14,N00004227,0.0,3.0,IA,302.61,303.25,0.0,0.0,527.325
2010,16,N00004227,0.0,2.0,IA,303.25,1138.296,0.0,0.0,494.73400000000004
2012,18,N00004227,0.0,9.0,IA,1138.296,859.426,2.0,1.0,2143.389
2014,20,N00004227,0.0,3.0,IA,859.426,0.0,0.0,0.0,32.224000000000004
2006,12,N00003545,0.0,6.0,OH,420.191,398.207,0.0,1.0,380.412
2008,14,N00003545,0.0,6.0,OH,398.207,380.69,0.0,1.0,471.35400000000004
2012,18,N00003545,0.0,14.0,OH,481.45,0.0,0.0,0.0,277.113
2006,30,N00004280,0.0,2.0,IA,1.5,22.398000000000003,0.0,0.0,53.339
2008,26,N00003950,0.0,2.0,MI,248.416,402.852,1.0,0.0,334.94199999999995
2010,28,N00003950,0.0,13.0,MI,402.852,569.1469999999998,2.0,3.0,1010.201
2012,30,N00003950,0.0,6.0,MI,569.1469999999998,552.442,1.0,1.0,706.303
2014,32,N00003950,0.0,1.0,MI,552.442,0.0,0.0,1.0,552.264
2006,28,N00007087,0.0,4.0,CA,405.5,211.628,0.0,0.0,515.861
2008,30,N00007087,0.0,1.0,CA,211.628,141.078,0.0,0.0,243.171
2010,32,N00007087,0.0,2.0,CA,141.078,186.0,0.0,0.0,361.65
2006,20,N00002577,0.0,1.0,GA,206.007,310.473,4.0,0.0,245.804
2008,22,N00002577,0.0,16.0,GA,310.473,277.033,1.0,0.0,589.217
2010,24,N00002577,0.0,8.0,GA,277.033,294.42,0.0,1.0,459.07599999999996
2012,26,N00002577,0.0,10.0,GA,294.42,244.75,2.0,1.0,502.517
2014,28,N00002577,0.0,5.0,GA,244.75,0.0,0.0,0.0,373.629
2006,14,N00003476,0.0,4.0,KY,353.985,462.163,2.0,0.0,726.882
2006,14,N00002599,0.0,5.0,GA,206.245,94.25,2.0,0.0,144.315
2010,18,N00002599,0.0,2.0,GA,59.5,0.0,0.0,0.0,14.0
2006,12,N00000851,0.0,6.0,NJ,249.388,342.849,0.0,0.0,387.405
2010,16,N00000851,0.0,1.0,NJ,270.75,439.4,1.0,0.0,395.38300000000004
2012,18,N00000851,0.0,4.0,NJ,439.4,590.88,1.0,0.0,335.079
2014,20,N00000851,0.0,3.0,NJ,590.88,0.0,0.0,0.0,970.6389999999999
2006,12,N00007479,0.0,4.0,CA,141.003,220.96200000000002,2.0,0.0,181.245
2008,14,N00007479,0.0,18.0,CA,220.96200000000002,212.206,2.0,0.0,270.14599999999996
2010,16,N00007479,0.0,7.0,CA,212.206,180.695,1.0,0.0,192.44299999999998
2012,18,N00007479,0.0,5.0,CA,180.695,206.3,6.0,0.0,242.755
2014,20,N00007479,0.0,6.0,CA,206.3,0.0,0.0,0.0,275.6
2006,34,N00003329,0.0,10.0,MS,437.394,0.0,0.0,0.0,1099.251
2006,18,N00001024,0.0,15.0,NY,117.725,109.18299999999999,10.0,0.0,161.579
2008,20,N00001024,0.0,6.0,NY,109.18299999999999,119.63,1.0,0.0,197.394
2010,22,N00001024,0.0,13.0,NY,119.63,68.825,1.0,1.0,205.012
2012,24,N00001024,0.0,3.0,NY,68.825,221.15599999999998,1.0,0.0,272.663
2014,26,N00001024,0.0,3.0,NY,221.15599999999998,0.0,0.0,0.0,298.8
2006,14,N00005559,0.0,2.0,OK,134.585,136.132,0.0,0.0,243.222
2008,16,N00005559,0.0,1.0,OK,136.132,259.76099999999997,0.0,0.0,194.60299999999998
2010,18,N00005559,0.0,1.0,OK,259.76099999999997,607.067,1.0,0.0,427.407
2012,20,N00005559,0.0,3.0,OK,607.067,538.712,3.0,1.0,521.5459999999998
2014,22,N00005559,0.0,2.0,OK,538.712,0.0,0.0,1.0,461.467
2006,12,N00011971,0.0,9.0,CA,185.447,115.025,0.0,0.0,295.76599999999996
2008,14,N00011971,0.0,4.0,CA,115.025,355.67,0.0,0.0,360.384
2010,16,N00011971,0.0,3.0,CA,355.67,370.645,6.0,0.0,663.13
2012,18,N00011971,0.0,11.0,CA,370.645,2.4659999999999997,0.0,0.0,1122.6989999999996
2006,14,N00000078,0.0,21.0,NY,198.179,421.56199999999995,10.0,0.0,253.9
2008,16,N00000078,0.0,30.0,NY,421.56199999999995,442.144,8.0,3.0,325.6690000000001
2010,18,N00000078,0.0,16.0,NY,442.144,386.208,4.0,0.0,429.61699999999996
2012,20,N00000078,0.0,25.0,NY,386.208,389.62,6.0,0.0,356.978
2014,22,N00000078,0.0,11.0,NY,389.62,0.0,0.0,1.0,332.5730000000001
2006,14,N00004905,0.0,5.0,IL,292.668,235.68200000000002,0.0,0.0,335.505
2008,16,N00004905,0.0,4.0,IL,235.68200000000002,195.141,0.0,0.0,210.183
2012,20,N00004905,0.0,4.0,IL,226.169,0.0,0.0,0.0,146.21200000000005
2006,32,N00000270,0.0,10.0,MA,185.0,220.34,7.0,0.0,258.752
2008,34,N00000270,0.0,17.0,MA,220.34,336.03,2.0,2.0,385.358
2010,36,N00000270,0.0,19.0,MA,336.03,243.727,4.0,1.0,346.806
2012,38,N00000270,0.0,27.0,MA,243.727,5237.497,6.0,3.0,205.623
2014,40,N00000270,1.1767776678514283,22.0,MA,5237.497,0.0,0.0,3.0,683.8430000000002
2010,28,N00006424,0.0,10.0,AZ,724.7460000000003,0.5,4.0,0.0,1010.7739999999999
2006,20,N00005414,0.0,2.0,LA,404.955,588.058,0.0,0.0,1443.203
2008,22,N00005414,0.0,1.0,LA,588.058,0.0,0.0,0.0,30.5
2006,18,N00009829,0.0,4.0,WA,97.37899999999999,144.659,7.0,0.0,121.368
2008,20,N00009829,0.0,21.0,WA,144.659,124.8,3.0,1.0,198.092
2010,22,N00009829,0.0,12.0,WA,124.8,95.15,3.0,1.0,162.696
2012,24,N00009829,0.0,17.0,WA,95.15,172.75,1.0,1.0,215.199
2014,26,N00009829,0.0,15.0,WA,172.75,0.0,0.0,1.0,269.35400000000004
2006,14,N00001276,0.0,3.0,NY,164.55599999999995,207.49900000000002,0.0,0.0,270.204
2008,16,N00001276,0.0,11.0,NY,207.49900000000002,93.0,0.0,1.0,316.325
2006,14,N00006882,0.0,3.0,CA,240.75,234.446,1.0,0.0,367.332
2008,16,N00006882,0.0,3.0,CA,234.446,300.75,0.0,0.0,314.948
2010,18,N00006882,0.0,8.0,CA,300.75,497.965,3.0,0.0,330.024
2012,20,N00006882,0.0,9.0,CA,497.965,297.805,0.0,0.0,373.031
2014,22,N00006882,0.0,4.0,CA,297.805,0.0,0.0,0.0,10.0
2006,14,N00000205,0.0,5.0,MA,4.5,0.0,1.0,0.0,16.713
2006,14,N00000699,0.1935333282075909,47.0,NJ,783.0830000000003,170.0,1.0,0.0,3187.8790000000013
2012,20,N00000699,0.0,135.0,NJ,1220.703,37.5,7.0,3.0,2061.972
2006,14,N00002793,0.0,2.0,FL,128.75,304.3,0.0,0.0,240.842
2008,16,N00002793,0.0,2.0,FL,304.3,281.5,0.0,0.0,303.784
2010,18,N00002793,0.0,2.0,FL,281.5,477.463,6.0,0.0,441.745
2012,20,N00002793,0.0,12.0,FL,477.463,257.5,0.0,4.0,625.621
2010,34,N00001945,0.0,3.0,MD,663.612,59.0,4.0,0.0,881.5980000000003
2006,11,N00006811,0.0,4.0,CA,117.50200000000001,26.5,0.0,0.0,137.785
2006,32,N00007390,0.0,7.0,CA,219.27900000000002,315.125,13.0,0.0,268.595
2008,34,N00007390,0.0,11.0,CA,315.125,335.83099999999996,7.0,4.0,348.651
2010,36,N00007390,0.0,10.0,CA,335.83099999999996,306.225,1.0,3.0,264.23
2012,38,N00007390,0.0,4.0,CA,306.225,282.082,7.0,1.0,219.22099999999998
2014,40,N00007390,0.0,7.0,CA,282.082,0.0,0.0,1.0,14.005
2006,24,N00002214,0.0,2.0,WV,73.773,198.09400000000002,1.0,0.0,616.859
2008,26,N00002214,0.0,1.0,WV,198.09400000000002,207.824,1.0,0.0,181.53
2010,28,N00002214,0.0,2.0,WV,207.824,0.395,0.0,0.0,357.921
2006,16,N00002083,0.0,1.0,VA,209.886,245.983,5.0,0.0,262.856
2008,18,N00002083,0.0,8.0,VA,245.983,241.5,2.0,0.0,283.38
2010,20,N00002083,0.0,2.0,VA,241.5,181.75,0.0,0.0,274.47
2012,22,N00002083,0.0,8.0,VA,181.75,423.269,3.0,0.0,313.225
2014,24,N00002083,0.0,6.0,VA,423.269,0.0,0.0,1.0,12.01
2008,36,N00001408,0.0,1.0,PA,342.18,322.927,0.0,0.0,1045.188
2006,12,N00002327,0.0,5.0,NC,308.716,245.672,0.0,0.0,313.645
2008,14,N00002327,0.0,17.0,NC,245.672,226.0,0.0,0.0,326.877
2012,18,N00002327,0.0,25.0,NC,254.187,0.0,0.0,0.0,8.692
2006,15,N00000939,0.0,9.0,NY,138.285,207.045,4.0,0.0,125.344
2008,17,N00000939,0.0,5.0,NY,207.045,236.63,5.0,0.0,255.032
2010,19,N00000939,0.0,8.0,NY,236.63,198.378,2.0,0.0,213.875
2012,21,N00000939,0.0,10.0,NY,198.378,180.2,4.0,1.0,181.553
2014,23,N00000939,0.0,4.0,NY,180.2,0.0,0.0,0.0,292.33099999999996
2008,20,N00000153,0.0,2.0,MA,424.156,678.953,1.0,0.0,597.688
2010,22,N00000153,0.0,2.0,MA,678.953,539.597,0.0,0.0,819.8560000000001
2012,24,N00000153,0.0,17.0,MA,539.597,746.2489999999997,0.0,0.0,776.285
2014,26,N00000153,0.0,2.0,MA,746.2489999999997,0.0,0.0,0.0,752.7189999999997
2006,28,N00009926,0.0,12.0,FL,1021.94,138.606,2.0,0.0,1022.694
2012,34,N00009926,0.0,11.0,FL,1328.9279999999999,83.14399999999998,2.0,1.0,4935.3009999999995
2006,11,N00003532,0.0,7.0,OH,752.5239999999999,3.5,0.0,1.0,211.74
2006,16,N00001692,0.0,14.0,DC,91.0,63.0,6.0,0.0,99.18700000000001
2008,18,N00001692,0.0,9.0,DC,63.0,65.04899999999999,1.0,1.0,122.98200000000001
2010,20,N00001692,0.0,20.0,DC,65.04899999999999,105.5,3.0,0.0,154.3
2012,22,N00001692,0.0,7.0,DC,105.5,74.5,1.0,0.0,84.5
2014,24,N00001692,0.0,18.0,DC,74.5,0.0,0.0,0.0,209.886
2006,12,N00002630,0.0,4.0,GA,267.074,1.5,1.0,0.0,386.838
2006,38,N00004394,0.0,1.0,WI,264.1,534.775,4.0,0.0,455.91900000000004
2008,40,N00004394,0.0,1.0,WI,534.775,540.975,2.0,1.0,549.236
2010,42,N00004394,0.0,1.0,WI,540.975,0.0,0.0,1.0,280.89
2008,18,N00000143,0.0,1.0,MA,199.072,157.25,1.0,0.0,231.822
2010,20,N00000143,0.0,2.0,MA,157.25,180.0,0.0,1.0,275.397
2006,24,N00005998,0.0,2.0,TX,88.38600000000002,156.835,1.0,0.0,115.09100000000001
2008,26,N00005998,0.0,2.0,TX,156.835,233.49099999999999,1.0,0.0,225.89
2010,28,N00005998,0.0,1.0,TX,233.49099999999999,7.5,0.0,0.0,368.63
2006,20,N00000781,0.0,14.0,NJ,315.691,617.7669999999998,6.0,0.0,1196.3519999999999
2008,22,N00000781,0.0,15.0,NJ,617.7669999999998,573.101,4.0,2.0,556.021
2010,24,N00000781,0.0,6.0,NJ,573.101,475.829,1.0,1.0,566.861
2012,26,N00000781,0.0,6.0,NJ,475.829,4660.269,2.0,0.0,628.795
2013,27,N00000781,0.0,15.0,NJ,628.795,575.809,0.0,2.0,4660.269
2014,28,N00000781,0.0,2.0,NJ,4660.269,0.0,0.0,0.0,575.809
2008,18,N00006397,0.0,4.0,AZ,246.53099999999998,290.01599999999996,1.0,0.0,350.80199999999996
2010,20,N00006397,0.0,3.0,AZ,290.01599999999996,253.015,0.0,0.0,319.565
2012,22,N00006397,0.0,1.0,AZ,253.015,227.25,0.0,0.0,335.648
2006,32,N00005906,0.0,12.0,TX,4.5,220.39700000000002,12.0,0.0,31.433000000000003
2008,34,N00005906,0.0,7.0,TX,220.39700000000002,14.292,4.0,0.0,174.524
2010,36,N00005906,0.0,5.0,TX,14.292,949.6419999999999,5.0,0.0,22.122
2012,38,N00005906,0.0,6.0,TX,949.6419999999999,0.0,0.0,0.0,3730.684
2008,20,N00000716,0.0,3.0,NJ,219.72099999999998,150.713,0.0,0.0,221.226
2010,22,N00000716,0.0,4.0,NJ,150.713,200.32,0.0,0.0,193.34900000000002
2012,24,N00000716,0.0,3.0,NJ,200.32,16.564,0.0,0.0,97.45
2006,20,N00007360,0.0,1.0,CA,412.775,798.41,1.0,0.0,722.258
2008,22,N00007360,0.0,2.0,CA,798.41,957.1,0.0,1.0,787.3839999999999
2012,26,N00007360,0.0,1.0,CA,493.5,596.06,0.0,0.0,565.005
2006,28,N00004426,0.0,4.0,WI,168.048,250.12900000000002,1.0,0.0,291.789
2008,30,N00004426,0.0,1.0,WI,250.12900000000002,240.65,2.0,0.0,309.837
2010,32,N00004426,0.0,3.0,WI,240.65,265.08799999999997,0.0,0.0,315.438
2012,34,N00004426,0.0,8.0,WI,265.08799999999997,252.25,3.0,0.0,269.642
2014,36,N00004426,0.0,3.0,WI,252.25,0.0,0.0,0.0,82.0
2006,14,N00007516,0.0,12.0,CA,516.21,7.312,0.0,1.0,1437.9820000000002
2006,14,N00008113,0.0,2.0,ND,638.448,822.78,8.0,0.0,593.265
2008,16,N00008113,0.0,6.0,ND,822.78,1046.601,2.0,0.0,703.355
2010,18,N00008113,0.0,11.0,ND,1046.601,1.5030000000000001,0.0,2.0,1349.487
2008,20,N00002260,0.0,7.0,NC,218.107,95.0,2.0,0.0,298.528
2010,22,N00002260,0.0,6.0,NC,95.0,257.65,0.0,0.0,358.18800000000016
2012,24,N00002260,0.0,8.0,NC,257.65,195.5,1.0,1.0,275.871
2014,26,N00002260,0.0,7.0,NC,195.5,0.0,0.0,0.0,289.115
2006,14,N00003504,0.0,9.0,OH,587.332,549.219,1.0,0.0,2262.563
2008,16,N00003504,0.0,1.0,OH,549.219,5.0,0.0,0.0,21.721
2006,12,N00007507,0.0,3.0,CA,187.58700000000002,146.5,1.0,0.0,237.61599999999999
2008,14,N00007507,0.0,1.0,CA,146.5,223.87900000000002,0.0,0.0,204.205
2010,16,N00007507,0.0,1.0,CA,223.87900000000002,0.0,0.0,0.0,11.6
2006,30,N00002198,0.0,2.0,WV,79.265,211.85,6.0,0.0,210.584
2008,32,N00002198,0.0,8.0,WV,211.85,218.48,5.0,2.0,222.213
2010,34,N00002198,0.0,5.0,WV,218.48,456.658,1.0,0.0,881.43
2012,36,N00002198,0.0,2.0,WV,456.658,765.951,1.0,0.0,742.447
2006,16,N00004484,0.0,7.0,MN,273.86,233.44799999999998,1.0,1.0,341.434
2008,18,N00004484,0.0,11.0,MN,233.44799999999998,0.0,0.0,0.0,2.12
2006,36,N00000964,0.0,8.0,NY,391.55400000000003,1574.6660000000006,12.0,0.0,809.6039999999997
2008,38,N00000964,0.0,26.0,NY,1574.6660000000006,802.307,11.0,10.0,806.437
2010,40,N00000964,0.0,5.0,NY,802.307,196.53799999999998,0.0,1.0,260.334
2012,42,N00000964,0.0,5.0,NY,196.53799999999998,126.95,2.0,0.0,314.343
2014,44,N00000964,0.0,8.0,NY,126.95,0.0,0.0,0.0,360.51
2008,18,N00000362,0.0,4.0,RI,972.293,42.65,1.0,0.0,645.285
2014,24,N00000362,0.0,16.0,RI,902.22,0.0,0.0,4.0,716.818
2006,34,N00003651,0.0,1.0,OH,129.25,43.0,0.0,0.0,238.877
2008,36,N00003651,0.0,1.0,OH,43.0,0.0,0.0,0.0,0.5
2010,28,N00009922,0.0,17.0,NV,2309.04,239.97099999999998,4.0,4.0,3298.778
2008,28,N00005285,0.0,3.0,KS,1316.5770000000002,106.75,0.0,0.0,1322.4560000000001
2014,34,N00005285,0.0,8.0,KS,1114.162,0.0,0.0,1.0,5465.821
2006,26,N00003473,0.0,1.0,KY,160.52200000000005,140.6,0.0,0.0,231.24599999999998
2010,30,N00003473,0.0,1.0,KY,220.078,447.798,0.0,0.0,303.561
2012,32,N00003473,0.0,2.0,KY,447.798,421.65,2.0,0.0,521.846
2014,34,N00003473,0.0,2.0,KY,421.65,0.0,0.0,0.0,542.7
2006,18,N00007151,0.0,2.0,CA,26.928,24.967,1.0,0.0,50.63800000000001
2008,20,N00007151,0.0,5.0,CA,24.967,46.553000000000004,0.0,0.0,132.295
2010,22,N00007151,0.0,3.0,CA,46.553000000000004,55.65,0.0,0.0,53.966
2012,24,N00007151,0.0,4.0,CA,55.65,23.5,1.0,0.0,39.468
2014,26,N00007151,0.0,3.0,CA,23.5,0.0,0.0,0.0,44.42
2006,18,N00002858,0.0,6.0,FL,108.441,183.625,1.0,0.0,241.938
2008,20,N00002858,0.0,9.0,FL,183.625,223.438,0.0,0.0,326.63599999999997
2010,22,N00002858,0.0,14.0,FL,223.438,307.35,0.0,0.0,262.91700000000003
2012,24,N00002858,0.0,9.0,FL,307.35,151.444,2.0,0.0,425.381
2014,26,N00002858,0.0,8.0,FL,151.444,0.0,0.0,0.0,302.268
2006,14,N00006671,0.0,2.0,CA,146.876,152.455,5.0,0.0,148.842
2008,16,N00006671,0.0,2.0,CA,152.455,171.3,3.0,0.0,195.592
2010,18,N00006671,0.0,5.0,CA,171.3,138.2,0.0,0.0,169.15900000000005
2012,20,N00006671,0.0,1.0,CA,138.2,148.95,2.0,0.0,195.514
2014,22,N00006671,0.0,4.0,CA,148.95,0.0,0.0,0.0,191.31
2006,14,N00008264,0.0,5.0,CA,271.54200000000003,283.968,1.0,0.0,243.824
2008,16,N00008264,0.0,2.0,CA,283.968,356.24199999999996,0.0,0.0,303.343
2010,18,N00008264,0.0,3.0,CA,356.24199999999996,541.399,1.0,0.0,385.265
2012,20,N00008264,0.0,3.0,CA,541.399,565.673,4.0,1.0,445.85900000000004
2014,22,N00008264,0.0,18.0,CA,565.673,0.0,0.0,3.0,569.644
2008,16,N00004887,0.0,5.0,IL,170.511,201.775,5.0,0.0,116.397
2010,18,N00004887,0.0,8.0,IL,201.775,203.52,1.0,1.0,292.106
2012,20,N00004887,0.0,4.0,IL,203.52,198.5,3.0,0.0,221.98
2014,22,N00004887,0.0,3.0,IL,198.5,0.0,0.0,1.0,180.51
2014,8,N00006446,0.0,21.0,AZ,233.15,0.0,0.0,0.0,211.92
2006,16,N00000528,0.9217869683089608,5.0,VT,266.45099999999996,5.0,1.0,0.0,493.295
2012,22,N00000528,0.0,9.0,VT,180.97400000000002,7.0,7.0,1.0,236.274
2014,8,N00002424,0.0,1.0,SC,250.03599999999997,0.0,0.0,0.0,117.765
2006,24,N00000834,0.0,5.0,NJ,182.77700000000002,123.4,2.0,0.0,285.584
2008,26,N00000834,0.0,2.0,NJ,123.4,0.0,0.0,0.0,6.0
2010,30,N00001093,0.0,39.0,NY,1751.746,49.9,6.0,4.0,1346.024
2006,14,N00002147,0.0,1.0,VA,63.75,140.519,6.0,0.0,187.77700000000002
2008,16,N00002147,0.0,7.0,VA,140.519,77.25,4.0,0.0,118.361
2010,18,N00002147,0.0,4.0,VA,77.25,79.25,1.0,1.0,224.544
2012,20,N00002147,0.0,23.0,VA,79.25,85.0,0.0,0.0,190.733
2006,28,N00004291,0.0,21.0,WI,294.923,93.2,0.0,0.0,235.662
2008,30,N00004291,0.0,2.0,WI,93.2,82.36,0.0,1.0,143.627
2010,32,N00004291,0.0,4.0,WI,82.36,135.82,5.0,0.0,160.809
2012,34,N00004291,0.0,6.0,WI,135.82,73.0,4.0,0.0,162.914
2014,36,N00004291,0.0,7.0,WI,73.0,0.0,0.0,1.0,166.218
2006,18,N00001813,0.0,3.0,NY,60.5,115.5,5.0,0.0,98.545
2008,20,N00001813,0.0,2.0,NY,115.5,123.0,3.0,0.0,170.945
2010,22,N00001813,0.0,2.0,NY,123.0,77.5,2.0,0.0,127.751
2014,26,N00001813,0.0,2.0,NY,54.0,0.0,0.0,0.0,120.76
2006,12,N00006425,0.0,3.0,AZ,246.317,294.348,2.0,0.0,261.01599999999996
2008,14,N00006425,0.0,12.0,AZ,294.348,190.785,0.0,0.0,896.628
2010,16,N00006425,0.0,2.0,AZ,190.785,0.0,0.0,1.0,2.0
2006,20,N00000652,0.0,13.0,CT,416.56199999999995,382.19300000000004,2.0,0.0,869.3919999999997
2008,22,N00000652,0.0,8.0,CT,382.19300000000004,10.525,0.0,0.0,1777.78
2006,30,N00005105,0.0,2.0,MO,329.202,386.681,2.0,0.0,324.6790000000001
2008,32,N00005105,0.0,4.0,MO,386.681,643.869,1.0,1.0,390.034
2010,34,N00005105,0.0,5.0,MO,643.869,0.0,0.0,1.0,1030.822
2006,20,N00001311,0.0,5.0,NY,124.0,249.683,5.0,0.0,178.229
2008,22,N00001311,0.0,4.0,NY,249.683,209.175,1.0,0.0,334.92199999999997
2010,24,N00001311,0.0,2.0,NY,209.175,269.52099999999996,3.0,0.0,316.194
2012,26,N00001311,0.0,7.0,NY,269.52099999999996,303.5,2.0,0.0,1105.267
2014,28,N00001311,0.0,4.0,NY,303.5,0.0,0.0,1.0,310.13599999999997
2006,26,N00009816,0.0,12.0,NJ,46.338,85.75,3.0,0.0,164.75400000000005
2008,28,N00009816,0.0,9.0,NJ,85.75,106.95,1.0,0.0,164.433
2010,30,N00009816,0.0,8.0,NJ,106.95,63.9,3.0,0.0,165.771
2012,32,N00009816,0.0,6.0,NJ,63.9,57.3,2.0,0.0,149.828
2014,34,N00009816,0.0,11.0,NJ,57.3,0.0,0.0,1.0,122.074
2006,20,N00001811,0.0,10.0,TX,113.57,279.35,0.0,0.0,315.437
2008,22,N00001811,0.0,3.0,TX,279.35,247.73,0.0,0.0,257.83799999999997
2010,24,N00001811,0.0,7.0,TX,247.73,468.31199999999995,10.0,0.0,412.41
2012,26,N00001811,0.0,13.0,TX,468.31199999999995,366.85699999999997,4.0,2.0,446.29900000000004
2014,28,N00001811,0.0,1.0,TX,366.85699999999997,0.0,0.0,1.0,427.278
2006,28,N00000480,0.0,29.0,ME,731.703,4.3,1.0,0.0,654.401
2012,34,N00000480,0.0,18.0,ME,1332.425,0.0,0.0,2.0,246.535
2006,12,N00003844,0.0,4.0,IN,22.875,169.988,0.0,0.0,300.788
2008,14,N00003844,0.0,2.0,IN,169.988,163.34,0.0,0.0,534.081
2010,16,N00003844,0.0,1.0,IN,163.34,0.0,0.0,0.0,167.247
2006,24,N00002492,0.0,2.0,SC,353.37199999999996,402.85699999999997,0.0,0.0,1062.955
2008,26,N00002492,0.0,2.0,SC,402.85699999999997,343.844,0.0,0.0,466.754
2010,28,N00002492,0.0,5.0,SC,343.844,0.391,0.0,1.0,979.7489999999999
2006,34,N00007397,0.0,6.0,CA,110.404,325.55,5.0,0.0,202.75900000000001
2008,36,N00007397,0.0,9.0,CA,325.55,261.8,0.0,1.0,298.202
2010,38,N00007397,0.0,5.0,CA,261.8,159.1,0.0,1.0,218.05
2012,40,N00007397,0.0,6.0,CA,159.1,1.0,0.0,1.0,656.221
2006,18,N00002782,0.0,6.0,FL,205.325,158.218,3.0,0.0,314.994
2010,22,N00002782,0.0,6.0,FL,184.5,229.65,3.0,1.0,265.474
