date,years_exp,cid,cfcontrol,leg_totalbills,state,amtsumlag_1,amtsumfwd_1,billsumfwd_1,billsum,amtsum,unemplag_1,logleg_totalbills,logamtsumlag_1,logamtsumfwd_1,logamtsum,exp_5_9,exp_10_19,exp20,post2009years,amtsum_5to9exp,amtsum_10to19exp,amtsum_exp20,amtsumlag1_5to9exp,amtsumlag1_10to19exp,amtsumlag1_exp20,amtsumfwd1_5to9exp,amtsumfwd1_10to19exp,amtsumfwd1_exp20,amtsum_post2009years,amtsumfwd1_post2009years,amtsumlag1_post2009years,logamtsum_5to9exp,logamtsum_10to19exp,logamtsum_exp20,logamtsumlag1_5to9exp,logamtsumlag1_10to19exp,logamtsumlag1_exp20,logamtsumfwd1_5to9exp,logamtsumfwd1_10to19exp,logamtsumfwd1_exp20,logamtsum_post2009years,logamtsumfwd1_post2009years,logamtsumlag1_post2009years
2005,3,N00007248,0.0,6.0,CA,0.0,269.97,0.0,0.0,248.424,6.2,1.791759469228055,0.0,5.598310841713967,5.515136963749558,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498090.12,541289.8500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057.849612317865,11224.613237636504,0.0
2006,4,N00007248,0.0,5.0,CA,248.424,264.365,1.0,0.0,269.97,5.4,1.6094379124341003,5.515136963749558,5.577330724026055,5.598310841713967,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541559.8200000001,530316.1900000001,498338.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11230.211548478217,11188.125432396266,11063.364749281614
2008,6,N00007248,0.0,4.0,CA,264.365,307.082,0.0,0.0,376.519,5.4,1.3862943611198906,5.577330724026055,5.727114812899281,5.93096851077408,1,0,0,2008,376.519,0.0,0.0,264.365,0.0,0.0,307.082,0.0,0.0,756050.152,616620.656,530844.92,5.93096851077408,0.0,0.0,5.577330724026055,0.0,0.0,5.727114812899281,0.0,0.0,11909.384769634353,11500.046544301755,11199.280093844318
2010,8,N00007248,0.0,5.0,CA,307.082,310.497,4.0,1.0,442.25,11.2,1.6094379124341003,5.727114812899281,5.738174239491109,6.091875333039894,1,0,0,1,442.25,0.0,0.0,307.082,0.0,0.0,310.497,0.0,0.0,442.25,310.497,307.082,6.091875333039894,0.0,0.0,5.727114812899281,0.0,0.0,5.738174239491109,0.0,0.0,6.091875333039894,5.738174239491109,5.727114812899281
2012,10,N00007248,0.0,9.0,CA,310.497,680.2739999999999,2.0,0.0,572.8340000000002,11.7,2.1972245773362196,5.738174239491109,6.522495658187628,6.350595971426746,0,1,0,1,0.0,572.8340000000002,0.0,0.0,310.497,0.0,0.0,680.2739999999999,0.0,572.8340000000002,680.2739999999999,310.497,0.0,6.350595971426746,0.0,0.0,5.738174239491109,0.0,0.0,6.522495658187628,0.0,6.350595971426746,6.522495658187628,5.738174239491109
2014,12,N00007248,0.0,2.0,CA,680.2739999999999,0.0,0.0,0.0,760.585,8.9,0.6931471805599453,6.522495658187628,0.0,6.634087874027013,0,1,0,1,0.0,760.585,0.0,0.0,680.2739999999999,0.0,0.0,0.0,0.0,760.585,0.0,680.2739999999999,0.0,6.634087874027013,0.0,0.0,6.522495658187628,0.0,0.0,0.0,0.0,6.634087874027013,0.0,6.522495658187628
2005,3,N00025054,0.0,11.0,CO,0.0,787.2860000000003,0.0,0.0,467.61800000000005,5.5,2.3978952727983707,0.0,6.668591587738399,6.147651723296714,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937574.0900000001,1578508.4300000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12326.041705209911,13370.526133415491,0.0
2006,4,N00025054,0.0,6.0,CO,467.61800000000005,296.4120000000001,0.0,0.0,787.2860000000003,5.0,1.791759469228055,6.147651723296714,5.691750378432363,6.668591587738399,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579295.7160000005,594602.4720000002,938041.7080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13377.19472500323,11417.65125913532,12332.189356933208
2008,6,N00025054,0.0,3.0,CO,296.4120000000001,1.232,0.0,0.0,774.6260000000003,3.7,1.0986122886681098,5.691750378432363,0.208638865111328,6.652380332228671,1,0,0,2008,774.6260000000003,0.0,0.0,296.4120000000001,0.0,0.0,1.232,0.0,0.0,1555449.0080000006,2473.8559999999998,595195.2960000002,6.652380332228671,0.0,0.0,5.691750378432363,0.0,0.0,0.208638865111328,0.0,0.0,13357.979707115172,418.94684114354664,11429.034759892184
2005,3,N00024777,0.0,15.0,FL,0.0,296.9,0.0,0.0,171.78799999999995,4.6,2.70805020110221,0.0,5.693395381769714,5.14626115844939,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344434.9399999999,595284.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10318.253622691027,11415.257740448276,0.0
2006,4,N00024777,0.0,7.0,FL,171.78799999999995,174.09900000000005,0.0,0.0,296.9,3.7,1.9459101490553132,5.14626115844939,5.15962410293226,5.693395381769714,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595581.3999999999,349242.5940000001,344606.7279999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11420.951135830046,10350.205950482114,10323.399883849475
2008,6,N00024777,0.0,11.0,FL,174.09900000000005,245.837,0.0,0.0,226.282,4.0,2.3978952727983707,5.15962410293226,5.504668714688871,5.42178200904293,1,0,0,2008,226.282,0.0,0.0,174.09900000000005,0.0,0.0,245.837,0.0,0.0,454374.256,493640.696,349590.7920000001,5.42178200904293,0.0,0.0,5.15962410293226,0.0,0.0,5.504668714688871,0.0,0.0,10886.938274158205,11053.374779095253,10360.525198687978
2010,8,N00024777,0.0,1.0,FL,245.837,0.0,0.0,0.0,106.397,10.4,0.0,5.504668714688871,0.0,4.667177381021322,1,0,0,1,106.397,0.0,0.0,245.837,0.0,0.0,0.0,0.0,0.0,106.397,0.0,245.837,4.667177381021322,0.0,0.0,5.504668714688871,0.0,0.0,0.0,0.0,0.0,4.667177381021322,0.0,5.504668714688871
2005,3,N00025692,0.0,10.0,FL,0.0,232.785,0.0,0.0,192.729,4.6,2.302585092994046,0.0,5.450115280791698,5.261285057091678,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386421.645,466733.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10548.876539468814,10927.481137987354,0.0
2006,4,N00025692,0.0,1.0,FL,192.729,523.125,5.0,0.0,232.785,3.7,0.0,5.261285057091678,6.25982044124374,5.450115280791698,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466966.71,1049388.75,386614.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10932.931253268145,12557.199805134942,10554.137824525906
2008,6,N00025692,0.0,8.0,FL,523.125,1301.057,5.0,0.0,491.312,4.0,2.0794415416798357,6.25982044124374,7.170932290004728,6.197079363871229,1,0,0,2008,491.312,0.0,0.0,523.125,0.0,0.0,1301.057,0.0,0.0,986554.496,2612522.4560000002,1050435.0,6.197079363871229,0.0,0.0,6.25982044124374,0.0,0.0,7.170932290004728,0.0,0.0,12443.735362653428,14399.232038329494,12569.719446017429
2010,8,N00025692,0.33343193441755903,6.0,FL,1301.057,0.054000000000000006,0.0,0.0,1018.981,10.4,1.791759469228055,7.170932290004728,-2.9187712324178627,6.926558387317782,1,0,0,1,1018.981,0.0,0.0,1301.057,0.0,0.0,0.054000000000000006,0.0,0.0,1018.981,0.054000000000000006,1301.057,6.926558387317782,0.0,0.0,7.170932290004728,0.0,0.0,-2.9187712324178627,-0.0,-0.0,6.926558387317782,-2.9187712324178627,7.170932290004728
2005,3,N00024851,0.0,5.0,FL,0.0,384.259,0.0,0.0,358.72,4.6,1.6094379124341003,0.0,5.951316804395547,5.882542139883795,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719233.6000000001,770439.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11794.496990467009,11932.39019281307,0.0
2006,4,N00024851,0.0,5.0,FL,358.72,455.481,0.0,0.0,384.259,3.7,1.6094379124341003,5.882542139883795,6.121354003426075,5.951316804395547,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770823.554,913694.8859999999,719592.3200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11938.341509617467,12279.436130872706,11800.379532606894
2008,6,N00024851,0.0,3.0,FL,455.481,1.25,0.0,0.0,832.701,4.0,1.0986122886681098,6.121354003426075,0.22314355131420976,6.724674634153746,1,0,0,2008,832.701,0.0,0.0,455.481,0.0,0.0,1.25,0.0,0.0,1672063.608,2510.0,914605.848,6.724674634153746,0.0,0.0,6.121354003426075,0.0,0.0,0.22314355131420976,0.0,0.0,13503.146665380722,448.0722510389332,12291.678838879558
2005,3,N00025337,0.0,2.0,FL,0.0,154.64,0.0,0.0,142.954,4.6,0.6931471805599453,0.0,5.041099834900075,4.9625229001886595,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286622.77,310053.19999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9949.858414878263,10107.40516897465,0.0
2006,4,N00025337,0.0,1.0,FL,142.954,247.003,0.0,0.0,154.64,3.7,0.0,4.9625229001886595,5.509400482303206,5.041099834900075,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310207.83999999997,495488.018,286765.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10112.446268809552,11051.85736750023,9954.820937778451
2008,6,N00025337,0.0,3.0,FL,247.003,180.5,0.0,0.0,831.922,4.0,1.0986122886681098,5.509400482303206,5.195730777772936,6.723738686426403,1,0,0,2008,831.922,0.0,0.0,247.003,0.0,0.0,180.5,0.0,0.0,1670499.3760000002,362444.0,495982.024,6.723738686426403,0.0,0.0,5.509400482303206,0.0,0.0,5.195730777772936,0.0,0.0,13501.267282344217,10433.027401768055,11062.876168464836
2010,8,N00025337,0.0,1.0,FL,180.5,211.05,0.0,0.0,217.266,10.4,0.0,5.195730777772936,5.352095072228508,5.381122409304746,1,0,0,1,217.266,0.0,0.0,180.5,0.0,0.0,211.05,0.0,0.0,217.266,211.05,180.5,5.381122409304746,0.0,0.0,5.195730777772936,0.0,0.0,5.352095072228508,0.0,0.0,5.381122409304746,5.352095072228508,5.195730777772936
2005,3,N00009635,0.0,1.0,GA,0.0,670.561,0.0,0.0,328.833,4.8,0.0,0.0,6.508114675466511,5.7955500231093025,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659310.165,1344474.8050000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11620.077796334152,13048.769924310354,0.0
2006,4,N00009635,0.0,4.0,GA,328.833,489.871,1.0,0.0,670.561,5.3,1.3862943611198906,5.7955500231093025,6.194142091138156,6.508114675466511,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345145.3660000002,982681.2259999999,659638.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13055.278038985822,12425.449034823141,11625.87334635726
2008,6,N00009635,0.0,3.0,GA,489.871,164.018,1.0,0.0,521.01,4.5,1.0986122886681098,6.194142091138156,5.099976177898999,6.255769235427133,1,0,0,2008,521.01,0.0,0.0,489.871,0.0,0.0,164.018,0.0,0.0,1046188.08,329348.14400000003,983660.968,6.255769235427133,0.0,0.0,6.194142091138156,0.0,0.0,5.099976177898999,0.0,0.0,12561.584624737683,10240.75216522119,12437.837319005417
2010,8,N00009635,0.0,2.0,GA,164.018,0.0,0.0,0.0,547.76,9.9,0.6931471805599453,5.099976177898999,0.0,6.305837234812808,1,0,0,1,547.76,0.0,0.0,164.018,0.0,0.0,0.0,0.0,0.0,547.76,0.0,164.018,6.305837234812808,0.0,0.0,5.099976177898999,0.0,0.0,0.0,0.0,0.0,6.305837234812808,0.0,5.099976177898999
2005,3,N00024760,0.0,12.0,GA,0.0,182.909,0.0,0.0,177.34400000000005,4.8,2.4849066497880004,0.0,5.208988761403243,5.178091349240513,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355574.7200000001,366732.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10382.073155227228,10444.022466613504,0.0
2006,4,N00024760,0.0,4.0,GA,177.34400000000005,170.0,4.0,0.0,182.909,5.3,1.3862943611198906,5.178091349240513,5.135798437050262,5.208988761403243,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366915.45399999997,341020.0,355752.06400000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10449.231455374906,10302.411664722826,10387.25124657647
2008,6,N00024760,0.0,4.0,GA,170.0,295.858,1.0,0.0,224.487,4.5,1.3862943611198906,5.135798437050262,5.689879609487209,5.413817799046868,1,0,0,2008,224.487,0.0,0.0,170.0,0.0,0.0,295.858,0.0,0.0,450769.896,594082.8640000001,341360.0,5.413817799046868,0.0,0.0,5.135798437050262,0.0,0.0,5.689879609487209,0.0,0.0,10870.94614048611,11425.278255850315,10312.683261596927
2010,8,N00024760,0.0,7.0,GA,295.858,410.5,5.0,0.0,327.8119999999999,9.9,1.9459101490553132,5.689879609487209,6.017375928892483,5.792440273327299,1,0,0,1,327.8119999999999,0.0,0.0,295.858,0.0,0.0,410.5,0.0,0.0,327.8119999999999,410.5,295.858,5.792440273327299,0.0,0.0,5.689879609487209,0.0,0.0,6.017375928892483,0.0,0.0,5.792440273327299,6.017375928892483,5.689879609487209
2012,10,N00024760,0.0,5.0,GA,410.5,340.04,5.0,1.0,447.494,10.2,1.6094379124341003,6.017375928892483,5.829063257749159,6.103663129803795,0,1,0,1,0.0,447.494,0.0,0.0,410.5,0.0,0.0,340.04,0.0,447.494,340.04,410.5,0.0,6.103663129803795,0.0,0.0,6.017375928892483,0.0,0.0,5.829063257749159,0.0,6.103663129803795,5.829063257749159,6.017375928892483
2014,12,N00024760,-1.0960471204188482,4.0,GA,340.04,0.0,0.0,1.0,19.1,8.2,1.3862943611198906,5.829063257749159,0.0,2.9496883350525844,0,1,0,1,0.0,19.1,0.0,0.0,340.04,0.0,0.0,0.0,0.0,19.1,0.0,340.04,0.0,2.9496883350525844,0.0,0.0,5.829063257749159,0.0,0.0,0.0,0.0,2.9496883350525844,0.0,5.829063257749159
2005,3,N00024871,0.0,6.0,GA,0.0,456.66,0.0,0.0,364.004,4.8,1.791759469228055,0.0,6.123939131507355,5.897164856587351,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729828.02,915603.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11823.81553745764,12278.497958672247,0.0
2008,6,N00024871,0.0,1.0,GA,439.226,281.881,0.0,0.0,823.5889999999997,4.5,0.0,6.085014086985962,5.641484996061441,6.7136716190663845,1,0,0,2008,823.5889999999997,0.0,0.0,439.226,0.0,0.0,281.881,0.0,0.0,1653766.7119999994,566017.048,881965.808,6.7136716190663845,0.0,0.0,6.085014086985962,0.0,0.0,5.641484996061441,0.0,0.0,13481.0526110853,11328.101872091373,12218.70828666781
2012,10,N00024871,0.0,1.0,GA,349.86,373.191,0.0,0.0,455.26,10.2,0.0,5.857533074462119,5.922090352926772,6.120868684319243,0,1,0,1,0.0,455.26,0.0,0.0,349.86,0.0,0.0,373.191,0.0,455.26,373.191,349.86,0.0,6.120868684319243,0.0,0.0,5.857533074462119,0.0,0.0,5.922090352926772,0.0,6.120868684319243,5.922090352926772,5.857533074462119
2005,3,N00024866,0.0,6.0,GU,0.0,6.0,0.0,0.0,5.5,0.0,1.791759469228055,0.0,1.791759469228055,1.7047480922384253,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11027.5,12030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0199249380425,3592.47773580225,0.0
2006,4,N00024866,0.0,2.0,GU,5.5,13.25,0.0,0.0,6.0,0.0,0.6931471805599453,1.7047480922384253,2.583997552432231,1.791759469228055,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12036.0,26579.5,11033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3594.2694952714783,5183.499090179056,3419.724673030281
2008,6,N00024866,0.0,12.0,GU,13.25,25.4,3.0,0.0,34.6,0.0,2.4849066497880004,2.583997552432231,3.2347491740244907,3.543853682063679,1,0,0,2008,34.6,0.0,0.0,13.25,0.0,0.0,25.4,0.0,0.0,69476.8,51003.2,26606.0,3.543853682063679,0.0,0.0,2.583997552432231,0.0,0.0,3.2347491740244907,0.0,0.0,7116.058193583867,6495.376341441177,5188.667085283921
2010,8,N00024866,0.0,6.0,GU,25.4,7.255,1.0,0.0,19.0,0.0,1.791759469228055,3.2347491740244907,1.981690886336151,2.9444389791664403,1,0,0,1,19.0,0.0,0.0,25.4,0.0,0.0,7.255,0.0,0.0,19.0,7.255,25.4,2.9444389791664403,0.0,0.0,3.2347491740244907,0.0,0.0,1.981690886336151,0.0,0.0,2.9444389791664403,1.981690886336151,3.2347491740244907
2012,10,N00024866,0.0,2.0,GU,7.255,5.0,2.0,0.0,26.75,0.0,0.6931471805599453,1.981690886336151,1.6094379124341003,3.2865344733420154,0,1,0,1,0.0,26.75,0.0,0.0,7.255,0.0,0.0,5.0,0.0,26.75,5.0,7.255,0.0,3.2865344733420154,0.0,0.0,1.981690886336151,0.0,0.0,1.6094379124341003,0.0,3.2865344733420154,1.6094379124341003,1.981690886336151
2014,12,N00024866,0.0,3.0,GU,5.0,0.0,0.0,0.0,23.5,0.0,1.0986122886681098,1.6094379124341003,0.0,3.1570004211501135,0,1,0,1,0.0,23.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,23.5,0.0,5.0,0.0,3.1570004211501135,0.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,3.1570004211501135,0.0,1.6094379124341003
2005,3,N00025237,0.0,12.0,IA,0.0,210.092,0.0,0.0,165.89,4.5,2.4849066497880004,0.0,5.347545530019864,5.1113249181041835,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332609.44999999995,421234.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10248.206460798889,10721.828787689827,0.0
2006,4,N00025237,0.0,2.0,IA,165.89,163.319,1.0,0.0,210.092,4.3,0.6931471805599453,5.1113249181041835,5.095705343483817,5.347545530019864,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421444.552,327617.914,332775.33999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10727.176333219846,10221.984919028537,10253.317785716992
2008,6,N00025237,0.0,4.0,IA,163.319,125.58,1.0,0.0,208.397,3.7,1.3862943611198906,5.095705343483817,4.832943005685963,5.339444914382123,1,0,0,2008,208.397,0.0,0.0,163.319,0.0,0.0,125.58,0.0,0.0,418461.176,252164.63999999998,327944.55199999997,5.339444914382123,0.0,0.0,5.095705343483817,0.0,0.0,4.832943005685963,0.0,0.0,10721.605388079304,9704.549555417414,10232.176329715505
2010,8,N00025237,0.0,2.0,IA,125.58,214.626,6.0,0.0,234.28,6.4,0.6931471805599453,4.832943005685963,5.3688969784962435,5.456516981221582,1,0,0,1,234.28,0.0,0.0,125.58,0.0,0.0,214.626,0.0,0.0,234.28,214.626,125.58,5.456516981221582,0.0,0.0,4.832943005685963,0.0,0.0,5.3688969784962435,0.0,0.0,5.456516981221582,5.3688969784962435,4.832943005685963
2012,10,N00025237,0.0,4.0,IA,214.626,122.245,3.0,0.0,750.091,5.5,1.3862943611198906,5.3688969784962435,4.806027227723061,6.620194532503396,0,1,0,1,0.0,750.091,0.0,0.0,214.626,0.0,0.0,122.245,0.0,750.091,122.245,214.626,0.0,6.620194532503396,0.0,0.0,5.3688969784962435,0.0,0.0,4.806027227723061,0.0,6.620194532503396,4.806027227723061,5.3688969784962435
2014,12,N00025237,0.0,1.0,IA,122.245,0.0,0.0,0.0,358.00699999999995,4.7,0.0,4.806027227723061,0.0,5.880552539282167,0,1,0,1,0.0,358.00699999999995,0.0,0.0,122.245,0.0,0.0,0.0,0.0,358.00699999999995,0.0,122.245,0.0,5.880552539282167,0.0,0.0,4.806027227723061,0.0,0.0,0.0,0.0,5.880552539282167,0.0,4.806027227723061
2005,3,N00024813,0.0,18.0,IL,0.0,351.596,0.0,0.0,301.278,6.2,2.8903717578961645,0.0,5.862482789182031,5.7080334265437385,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604062.39,704949.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11444.607020220195,11754.277992309972,0.0
2006,4,N00024813,0.0,6.0,IL,301.278,610.702,5.0,0.0,351.596,5.7,1.791759469228055,5.7080334265437385,6.414609115154134,5.862482789182031,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705301.576,1225068.212,604363.6680000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.140475099153,12867.705884999192,11450.31505364674
2008,6,N00024813,0.0,6.0,IL,610.702,0.0,0.0,0.0,625.936,5.0,1.791759469228055,6.414609115154134,0.0,6.439248129451874,1,0,0,2008,625.936,0.0,0.0,610.702,0.0,0.0,0.0,0.0,0.0,1256879.4880000001,0.0,1226289.616,6.439248129451874,0.0,0.0,6.414609115154134,0.0,0.0,0.0,0.0,0.0,12930.010243939363,0.0,12880.5351032295
2005,3,N00025464,0.0,2.0,LA,0.0,290.588,0.0,0.0,351.95300000000015,5.9,0.6931471805599453,0.0,5.671906456408825,5.8634976439558715,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705665.7650000002,582628.9400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11756.312776131523,11372.172445099695,0.0
2006,4,N00025464,0.0,2.0,LA,351.95300000000015,126.033,0.0,0.0,290.588,7.2,0.6931471805599453,5.8634976439558715,4.8365437774223174,5.671906456408825,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582919.528,252822.198,706017.7180000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11377.844351556103,9702.10681750917,11762.176273775478
2008,6,N00025464,0.0,3.0,LA,126.033,180.924,0.0,0.0,170.00400000000005,4.3,1.0986122886681098,4.8365437774223174,5.198077053584782,5.1358219661852145,1,0,0,2008,170.00400000000005,0.0,0.0,126.033,0.0,0.0,180.924,0.0,0.0,341368.0320000001,363295.392,253074.264,5.1358219661852145,0.0,0.0,4.8365437774223174,0.0,0.0,5.198077053584782,0.0,0.0,10312.73050809991,10437.73872359824,9711.779905064013
2010,8,N00025464,0.0,1.0,LA,180.924,194.0,0.0,0.0,239.133,6.8,0.0,5.198077053584782,5.267858159063328,5.477019882506603,1,0,0,1,239.133,0.0,0.0,180.924,0.0,0.0,194.0,0.0,0.0,239.133,194.0,180.924,5.477019882506603,0.0,0.0,5.198077053584782,0.0,0.0,5.267858159063328,0.0,0.0,5.477019882506603,5.267858159063328,5.198077053584782
2005,3,N00025482,0.0,4.0,MD,0.0,202.904,0.0,0.0,206.528,4.3,1.3862943611198906,0.0,5.312732960782347,5.330435996429497,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414088.63999999996,406822.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10687.52417284114,10652.029586368604,0.0
2006,4,N00025482,0.0,1.0,MD,206.528,248.569,0.0,0.0,202.904,4.1,0.0,5.330435996429497,5.515720472990591,5.312732960782347,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407025.424,498629.414,414295.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10657.342319329387,11064.535268819125,10692.85460883757
2008,6,N00025482,0.0,2.0,MD,248.569,256.425,0.0,0.0,290.436,3.5,0.6931471805599453,5.515720472990591,5.546836224193474,5.671383242209523,1,0,0,2008,290.436,0.0,0.0,248.569,0.0,0.0,256.425,0.0,0.0,583195.488,514901.4,499126.55199999997,5.671383242209523,0.0,0.0,5.515720472990591,0.0,0.0,5.546836224193474,0.0,0.0,11388.137550356723,11138.047138180496,11075.566709765106
2010,8,N00025482,0.0,4.0,MD,256.425,325.814,0.0,0.0,277.093,7.0,1.3862943611198906,5.546836224193474,5.786326666392655,5.624353189911455,1,0,0,1,277.093,0.0,0.0,256.425,0.0,0.0,325.814,0.0,0.0,277.093,325.814,256.425,5.624353189911455,0.0,0.0,5.546836224193474,0.0,0.0,5.786326666392655,0.0,0.0,5.624353189911455,5.786326666392655,5.546836224193474
2012,10,N00025482,0.0,8.0,MD,325.814,392.166,0.0,0.0,441.56,7.2,2.0794415416798357,5.786326666392655,5.971685219540362,6.090313911150151,0,1,0,1,0.0,441.56,0.0,0.0,325.814,0.0,0.0,392.166,0.0,441.56,392.166,325.814,0.0,6.090313911150151,0.0,0.0,5.786326666392655,0.0,0.0,5.971685219540362,0.0,6.090313911150151,5.971685219540362,5.786326666392655
2005,3,N00013820,0.0,6.0,MD,0.0,307.826,0.0,0.0,175.25099999999995,4.3,1.791759469228055,0.0,5.7295346882727,5.166219232032513,0,0,0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351378.2549999999,617191.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358.269560225188,11487.717049986764,0.0
2006,4,N00013820,0.0,1.0,MD,175.25099999999995,516.382,5.0,0.0,307.826,4.1,0.0,5.166219232032513,6.246846801664746,5.7295346882727,0,0,0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617498.956,1035862.2919999999,351553.5059999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11493.446584675037,12531.17468413948,10363.43577945722
2008,6,N00013820,0.0,5.0,MD,516.382,375.409,3.0,0.0,468.035,3.5,1.6094379124341003,6.246846801664746,5.928016098292304,6.148543079446076,1,0,0,2008,468.035,0.0,0.0,516.382,0.0,0.0,375.409,0.0,0.0,939814.28,753821.272,1036895.0559999999,6.148543079446076,0.0,0.0,6.246846801664746,0.0,0.0,5.928016098292304,0.0,0.0,12346.27450352772,11903.456325370946,12543.66837774281
2010,8,N00013820,0.0,6.0,MD,375.409,243.926,2.0,1.0,558.812,7.0,1.791759469228055,5.928016098292304,5.496864900606395,6.325813101740635,1,0,0,1,558.812,0.0,0.0,375.409,0.0,0.0,243.926,0.0,0.0,558.812,243.926,375.409,6.325813101740635,0.0,0.0,5.928016098292304,0.0,0.0,5.496864900606395,0.0,0.0,6.325813101740635,5.496864900606395,5.928016098292304
